date,SPY,TLT,GLD,DBC,UUP
2007-03-01,98.26806640625,48.99046325683594,65.81999969482422,20.329021453857422,20.549209594726562
2007-03-02,96.98121643066406,49.2360954284668,63.709999084472656,20.142215728759766,20.540979385375977
2007-03-05,96.05806732177734,49.3180046081543,62.93000030517578,19.84170913696289,20.672651290893555
2007-03-06,97.70156860351562,49.17058563232422,64.1500015258789,20.028512954711914,20.65619468688965
2007-03-07,97.6036605834961,49.361656188964844,64.30000305175781,20.304655075073242,20.57390022277832
2007-03-08,98.42890930175781,49.3180046081543,64.4800033569336,20.337142944335938,20.672651290893555
2007-03-09,98.45687103271484,48.79936599731445,64.25,20.069122314453125,20.70557403564453
2007-03-12,98.603759765625,48.99046325683594,64.37000274658203,19.8823184967041,20.63973617553711
2007-03-13,96.68743133544922,49.28521728515625,63.720001220703125,19.72800636291504,20.59035873413086
2007-03-14,97.40778350830078,49.061431884765625,63.939998626708984,19.768611907958984,20.540979385375977
2007-03-15,97.54065704345703,49.055946350097656,63.97999954223633,19.646785736083984,20.540979385375977
2007-03-16,97.26756286621094,49.045047760009766,64.62000274658203,19.69551658630371,20.4669132232666
2007-03-19,98.44013977050781,48.94132995605469,64.73999786376953,19.792980194091797,20.57390022277832
2007-03-20,98.98078155517578,48.96863555908203,65.2699966430664,19.81734275817871,20.450454711914062
2007-03-21,100.6097412109375,48.99046325683594,65.81999969482422,19.84983253479004,20.39284896850586
2007-03-22,100.53248596191406,48.60291290283203,65.76000213623047,20.174705505371094,20.39284896850586
2007-03-23,100.67994689941406,48.46642303466797,65.1500015258789,20.182825088500977,20.516292572021484
2007-03-26,100.54655456542969,48.52650833129883,65.83999633789062,20.272165298461914,20.450454711914062
2007-03-27,100.30785369873047,48.44460678100586,65.69999694824219,20.329021453857422,20.442224502563477
2007-03-28,99.57762908935547,48.34636306762695,66.05000305175781,20.52394676208496,20.442224502563477
2007-03-29,99.68291473388672,48.28084182739258,65.6500015258789,20.92191505432129,20.4669132232666
2007-03-30,99.7040023803711,48.18806457519531,65.73999786376953,20.613283157348633,20.40107536315918
2007-04-02,99.81634521484375,48.268028259277344,65.8499984741211,20.41023826599121,20.450454711914062
2007-04-03,100.89058685302734,48.207767486572266,65.83000183105469,20.329021453857422,20.47514533996582
2007-04-04,101.00294494628906,48.257057189941406,66.80999755859375,20.556432723999023,20.450454711914062
2007-04-05,101.27679443359375,48.0762825012207,66.86000061035156,20.597042083740234,20.38461685180664
2007-04-09,101.41716003417969,47.75851058959961,66.52999877929688,20.385875701904297,20.516292572021484
2007-04-10,101.5365982055664,47.900962829589844,67.16000366210938,20.670141220092773,20.450454711914062
2007-04-11,101.12229919433594,47.86808395385742,67.08000183105469,20.637649536132812,20.450454711914062
